ID,modes,localidad,Sexo,T2_Q13
ID03190170080813,Private Transport,San Cristobal,Hombres,Trabajando
ID03190170100815,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190170200812,Active Transport,San Cristobal,Hombres,Pensionado
ID03190260010821,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190260300823,Public transport,San Cristobal,Mujeres,Trabajando
ID03190260310826,Active Transport,San Cristobal,Hombres,Pensionado
ID03190260440824,Public transport,San Cristobal,Mujeres,Trabajando
ID03190270031868,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190270121869,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190280121864,Active Transport,San Cristobal,Hombres,Trabajando
ID03190280221866,Public transport,San Cristobal,Mujeres,Trabajando
ID03190280271867,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190330120383,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190330300390,Active Transport,San Cristobal,Hombres,Trabajando
ID03190380060348,Active Transport,San Cristobal,Hombres,Pensionado
ID03190380090350,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190380180351,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190380210352,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190490031856,Public transport,San Cristobal,Hombres,Trabajando
ID03190490061857,Active Transport,San Cristobal,Hombres,Pensionado
ID03190490151860,Active Transport,San Cristobal,Hombres,Trabajando
ID03190520030354,Public transport,San Cristobal,Mujeres,Trabajando
ID03190520210366,Public transport,San Cristobal,Mujeres,Trabajando
ID03190550061852,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190550121854,Private Transport,San Cristobal,Mujeres,Trabajando
ID03190550211855,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190580121850,Public transport,San Cristobal,Mujeres,Estudiando
ID03190580151847,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190610060814,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190610090817,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190610120816,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190610480818,Public transport,San Cristobal,Mujeres,Diligencias y tramites
ID03190780090340,Private Transport,San Cristobal,Hombres,Trabajando
ID03190780120341,Active Transport,San Cristobal,Mujeres,No trabajó pero tenía trabajo
ID03190780180338,Public transport,San Cristobal,Hombres,Diligencias y tramites
ID03190780270337,Public transport,San Cristobal,Mujeres,Trabajando
ID03190780360349,888,San Cristobal,Hombres,Trabajando
ID03190780360381,Private Transport,San Cristobal,Hombres,Trabajando
ID03190800110819,Private Transport,San Cristobal,Hombres,Estudiando
ID03190800210810,Active Transport,San Cristobal,Mujeres,Trabajo de cuidado
ID03190800270561,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03190840150343,Public transport,San Cristobal,Mujeres,Incapacitado permanente
ID03190840210345,Private Transport,San Cristobal,Hombres,Buscando trabajo
ID03190840240346,Public transport,San Cristobal,Hombres,Trabajando
ID03190840420356,Private Transport,San Cristobal,Hombres,Trabajando
ID03190930060379,Public transport,San Cristobal,Hombres,Trabajando
ID03190930180376,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190930210377,Public transport,San Cristobal,Mujeres,Trabajando
ID03200020061876,888,San Cristobal,Mujeres,Oficios del hogar
ID03200020181878,Private Transport,San Cristobal,Hombres,Trabajando
ID03200090210572,888,San Cristobal,Hombres,Incapacitado permanente
ID03200090670575,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200100251561,Public transport,San Cristobal,Mujeres,Diligencias y tramites
ID03200100691562,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03200100841564,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200150221873,Private Transport,San Cristobal,Mujeres,Estudiando
ID03200150311874,Private Transport,San Cristobal,Hombres,Trabajando
ID03200150511875,Private Transport,San Cristobal,Mujeres,Trabajando
ID03200160030571,Public transport,San Cristobal,Hombres,Trabajando
ID03200160120577,Public transport,San Cristobal,Mujeres,Trabajando
ID03200160150578,Public-Informal,San Cristobal,Mujeres,Pensionado
ID03200190041879,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200190131881,Public transport,San Cristobal,Mujeres,Trabajando
ID03200190241883,Active Transport,San Cristobal,Hombres,Trabajando
ID03200200130580,Private Transport,San Cristobal,Hombres,Trabajando
ID03200200241570,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200200481571,Active Transport,San Cristobal,Hombres,Trabajando
ID03200220031565,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200220181566,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200220421569,Active Transport,San Cristobal,Mujeres,Estudiando
ID03200220481568,Public transport,San Cristobal,Hombres,Trabajando
ID03200290020829,Public-Private,San Cristobal,Hombres,Trabajando
ID03200290050830,Public transport,San Cristobal,Mujeres,Trabajando
ID03200290120827,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200290360831,Public transport,San Cristobal,Hombres,Trabajando
ID03200320220833,Active Transport,San Cristobal,Hombres,Pensionado
ID03200320300834,Public transport,San Cristobal,Hombres,Buscando trabajo
ID03200320450842,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200320630843,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210030070664,Active Transport,San Cristobal,Hombres,Trabajando
ID03210030250665,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210030680677,Active Transport,San Cristobal,Hombres,Trabajando
ID03210030730678,Public transport,San Cristobal,Hombres,Trabajando
ID03210050031696,Public transport,San Cristobal,Hombres,Trabajando
ID03210050181698,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210050271705,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210050301701,Public transport,San Cristobal,Mujeres,Trabajando
ID03210110040666,Public transport,San Cristobal,Hombres,Trabajando
ID03210110210667,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210110330668,Private Transport,San Cristobal,Mujeres,Trabajando
ID03210110560670,Public transport,San Cristobal,Hombres,Trabajando
ID03210110700671,Public transport,San Cristobal,Mujeres,Trabajando
ID03210120241704,Public transport,San Cristobal,Mujeres,Trabajando
ID03210130150669,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210130540673,Public transport,San Cristobal,Mujeres,Trabajando
ID03210130590674,Private Transport,San Cristobal,Hombres,Trabajando
ID03210130680675,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210130840676,Public transport,San Cristobal,Mujeres,Pensionado
ID03210250061685,Active Transport,San Cristobal,Mujeres,Pensionado
ID03210250181686,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210250211687,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03210250241688,Active Transport,San Cristobal,Hombres,Trabajando
ID03210260061691,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210260181693,Active Transport,San Cristobal,Hombres,Pensionado
ID03210260211694,Public transport,San Cristobal,Hombres,Buscando trabajo
ID03210260271695,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210330060657,Private Transport,San Cristobal,Hombres,Trabajando
ID03210330220659,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210330241665,Public transport,San Cristobal,Mujeres,Trabajando
ID03210330270660,Public transport,San Cristobal,Hombres,Trabajando
ID03210330310661,Active Transport,San Cristobal,Hombres,Trabajando
ID03210330381667,Public transport,San Cristobal,Mujeres,Trabajando
ID03210330411668,Public transport,San Cristobal,Hombres,Trabajando
ID03210380120655,Active Transport,San Cristobal,Hombres,Trabajando
ID03210380570672,Public transport,San Cristobal,Hombres,Trabajando
ID03210390091671,Public transport,San Cristobal,Mujeres,Trabajando
ID03210390211673,Public transport,San Cristobal,Hombres,Trabajando
ID03210390251674,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03210400061681,Private Transport,San Cristobal,Hombres,Trabajando
ID03210400181682,Public transport,San Cristobal,Hombres,Trabajando
ID03210400211683,Public transport,San Cristobal,Mujeres,Trabajando
ID03210410041675,Public transport,San Cristobal,Hombres,Trabajando
ID03210410071676,Public transport,San Cristobal,Hombres,Estudiando
ID03210410151677,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210410211678,Public transport,San Cristobal,Hombres,Estudiando
ID03210410361679,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210450121000,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210450390642,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210450420643,Public transport,San Cristobal,Mujeres,Pensionado
ID03210450450644,Public transport,San Cristobal,Hombres,Trabajando
ID03210470270652,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210470570654,Public transport,San Cristobal,Mujeres,Trabajando
ID03210470680663,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210580440646,Private Transport,San Cristobal,Hombres,Trabajando
ID03210580550647,Active Transport,San Cristobal,Hombres,Trabajando
ID03210580580648,Private Transport,San Cristobal,Hombres,Trabajando
ID03240470300849,Active Transport,San Cristobal,Mujeres,Trabajando
ID03240470600856,Public transport,San Cristobal,Mujeres,Buscando trabajo
ID03240810030583,Active Transport,San Cristobal,Mujeres,Trabajando
ID03240820201574,Public transport,San Cristobal,Mujeres,Trabajando
ID03240820361572,Active Transport,San Cristobal,Hombres,Pensionado
ID03240830120597,Public transport,San Cristobal,Mujeres,Pensionado
ID03240830210603,Public transport,San Cristobal,Mujeres,Trabajando
ID03240830361590,Public transport,San Cristobal,Mujeres,Trabajando
ID03240830401591,Public transport,San Cristobal,Hombres,No trabajó pero tenía trabajo
ID03240830550604,Private Transport,San Cristobal,Hombres,Trabajando
ID03240870030835,Public transport,San Cristobal,Hombres,Trabajando
ID03240870260836,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03240870900838,Public transport,San Cristobal,Hombres,Trabajando
ID03240871020839,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03240871190841,Public transport,San Cristobal,Hombres,Trabajando
ID03240890091884,Public transport,San Cristobal,Mujeres,Trabajando
ID03240890211885,Public transport,San Cristobal,Hombres,No trabajó pero tenía trabajo
ID03240890631897,Private Transport,San Cristobal,Mujeres,Pensionado
ID03240890681898,Active Transport,San Cristobal,Mujeres,Pensionado
ID03240920130585,Active Transport,San Cristobal,Hombres,Deporte
ID03240920720630,Public transport,San Cristobal,Mujeres,Trabajando
ID03300010120945,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300020110946,Active Transport,San Cristobal,Mujeres,Incapacitado
ID03300020190949,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03300020370948,Private Transport,San Cristobal,Hombres,Estudiando
ID03300050270950,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03300050320951,Public transport,San Cristobal,Mujeres,Trabajando
ID03300060121997,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03300060161998,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300280240944,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300280310947,Active Transport,San Cristobal,Hombres,Pensionado
ID03300300030939,Active Transport,San Cristobal,Mujeres,Pensionado
ID03300300110940,Public transport,San Cristobal,Hombres,Trabajando
ID03300300600942,Private Transport,San Cristobal,Hombres,Trabajando
ID03310230030506,Active Transport,San Cristobal,Hombres,Pensionado
ID03310230261769,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03310240020524,Active Transport,San Cristobal,Mujeres,Estudiando
ID03310240021506,Public transport,San Cristobal,Hombres,Trabajando
ID03310240050775,Public transport,San Cristobal,Mujeres,Trabajando
ID03310240051526,Public transport,San Cristobal,Mujeres,Trabajando
ID03310240060756,Public transport,San Cristobal,Hombres,Trabajando
ID03310610071835,Public transport,San Cristobal,Mujeres,Trabajando
ID03310610091836,Public transport,San Cristobal,Mujeres,Trabajando
ID03310620101837,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03310620101838,Public transport,San Cristobal,Mujeres,Trabajando
ID03310620181839,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310640091840,Public-Private,San Cristobal,Mujeres,Trabajando
ID03310700020751,Public transport,San Cristobal,Mujeres,Trabajando
ID03310700080752,Private Transport,San Cristobal,Hombres,Trabajando
ID03310710010254,Public transport,San Cristobal,Mujeres,Trabajando
ID03310710020502,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310710150276,Active Transport,San Cristobal,Hombres,Trabajando
ID03310740021753,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310740051502,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310740060274,Public transport,San Cristobal,Mujeres,Buscando trabajo
ID03330060131707,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330060211709,Active Transport,San Cristobal,Mujeres,Trabajando
ID03330070480690,Public transport,San Cristobal,Mujeres,Trabajando
ID03330070520691,Active Transport,San Cristobal,Mujeres,Trabajando
ID03330070580693,Public transport,San Cristobal,Hombres,Trabajando
ID03330140430687,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330140550688,Active Transport,San Cristobal,Mujeres,Pensionado
ID03330140660694,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330140750696,Private Transport,San Cristobal,Hombres,Trabajando
ID03330160210681,Private Transport,San Cristobal,Hombres,Trabajando
ID03330160240684,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330160280685,Active Transport,San Cristobal,Mujeres,Trabajando
ID03330160310686,Active Transport,San Cristobal,Mujeres,Trabajando
ID03330170180680,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330170240682,Active Transport,San Cristobal,Hombres,Trabajando
ID03420630030267,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420630060767,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420630070265,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420630090518,Public transport,San Cristobal,Mujeres,Trabajando
ID03420640010764,Public transport,San Cristobal,Mujeres,Trabajando
ID03420640020263,888,San Cristobal,Mujeres,Oficios del hogar
ID03420640020765,Active Transport,San Cristobal,Mujeres,Diligencias y tramites
ID03420640030264,Public transport,San Cristobal,Hombres,Trabajando
ID03420640090261,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420650030266,Public transport,San Cristobal,Hombres,Buscando trabajo
ID03420650030774,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420650060762,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420650061760,Active Transport,San Cristobal,Hombres,Trabajando
ID03420710061517,Active Transport,San Cristobal,Mujeres,Deporte
ID03420710070268,Public transport,San Cristobal,Mujeres,Trabajando
ID03420710180697,Public-Informal,San Cristobal,Mujeres,Oficios del hogar
ID03420710270331,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420710360362,Public transport,San Cristobal,Mujeres,Trabajando
ID03420720071516,Private Transport,San Cristobal,Hombres,Trabajando
ID03420720080516,Public transport,San Cristobal,Mujeres,No trabajó pero tenía trabajo
ID03420720081514,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420730051513,888,San Cristobal,Mujeres,No trabajó pero tenía trabajo
ID03420730060511,Active Transport,San Cristobal,Hombres,Trabajando
ID03420730080513,Public transport,San Cristobal,Mujeres,Trabajando
ID03420730090514,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420780041766,Public transport,San Cristobal,Mujeres,Trabajando
ID03420780060517,Public transport,San Cristobal,Hombres,Trabajando
ID03420780061518,Public transport,San Cristobal,Mujeres,Trabajando
ID03420780090768,Public transport,San Cristobal,Mujeres,Trabajando
ID03420810031830,Public transport,San Cristobal,Mujeres,Trabajando
ID03420810091831,Private Transport,San Cristobal,Hombres,Trabajando
ID03520080031642,Active Transport,San Cristobal,Mujeres,Trabajando
ID03520080121643,Public transport,San Cristobal,Mujeres,Trabajando
ID03520080261645,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03520150031637,Active Transport,San Cristobal,Mujeres,Trabajando
ID03520150121639,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520150151640,Private Transport,San Cristobal,Mujeres,Incapacitado
ID03520150211641,Public transport,San Cristobal,Mujeres,Trabajando
ID03520310111651,Public transport,San Cristobal,Mujeres,Trabajando
ID03520310151652,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520390071654,888,San Cristobal,Mujeres,Pensionado
ID03520400131663,Public transport,San Cristobal,Mujeres,Trabajando
ID03520470041646,Active Transport,San Cristobal,Mujeres,Buscando trabajo
ID03520470091647,Active Transport,San Cristobal,Hombres,Pensionado
ID03520530510995,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520540090997,Active Transport,San Cristobal,Hombres,Buscando trabajo
ID03520540110651,Active Transport,San Cristobal,Hombres,Buscando trabajo
ID03520540130650,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520600220998,Private Transport,San Cristobal,Hombres,Trabajando
ID03520610160987,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03520610230988,Public transport,San Cristobal,Mujeres,Diligencias y tramites
ID03520610280991,888,San Cristobal,Mujeres,Oficios del hogar
ID03530020091661,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03530030031659,Public transport,San Cristobal,Hombres,Trabajando
ID03540020070979,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03540050350996,Active Transport,San Cristobal,Hombres,Pensionado
ID03540080210980,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03540110040981,Public transport,San Cristobal,Hombres,Diligencias y tramites
ID03550210031628,Public transport,San Cristobal,Hombres,Trabajando
ID03550210131631,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550210161632,Private Transport,San Cristobal,Mujeres,Trabajando
ID03550310041633,Public transport,San Cristobal,Hombres,Trabajando
ID03550310061634,888,San Cristobal,Mujeres,Trabajando
ID03550310121635,888,San Cristobal,Mujeres,Oficios del hogar
ID03550340061624,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550340091625,888,San Cristobal,Mujeres,Oficios del hogar
ID03550340121626,Public transport,San Cristobal,Mujeres,No trabajó pero tenía trabajo
ID03550340151627,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550690090973,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550690120974,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550690210976,Public transport,San Cristobal,Hombres,Trabajando
ID03550690270977,Public transport,San Cristobal,Hombres,No trabajó pero tenía trabajo
ID03550710360972,Public transport,San Cristobal,Mujeres,Trabajando
ID03550710370975,Public transport,San Cristobal,Mujeres,Trabajando
ID03550720460963,Public transport,San Cristobal,Hombres,Trabajando
ID03550720600965,Private Transport,San Cristobal,Mujeres,Trabajando
ID03550720630968,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550720800971,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550721200983,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550721290993,Public transport,San Cristobal,Mujeres,Buscando trabajo
ID03550810090638,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550810320640,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550840270985,888,San Cristobal,Mujeres,Pensionado
ID03550840300986,Private Transport,San Cristobal,Hombres,Trabajando
ID03550850270964,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550850370966,Private Transport,San Cristobal,Hombres,Trabajando
ID03550860290959,Public transport,San Cristobal,Mujeres,Trabajando
ID03550860720992,Public transport,San Cristobal,Hombres,Trabajando
ID03560310060635,Active Transport,San Cristobal,Mujeres,Trabajando
ID03560310090637,Public transport,San Cristobal,Mujeres,Trabajando
ID03560320030632,Public-Informal,San Cristobal,Mujeres,Trabajando
ID03560320060633,Active Transport,San Cristobal,Mujeres,Pensionado
ID03560320130634,Active Transport,San Cristobal,Mujeres,Trabajando
ID03560340030955,Public transport,San Cristobal,Hombres,Trabajando
ID03560340060956,Active Transport,San Cristobal,Mujeres,Trabajando
ID03560340250957,Active Transport,San Cristobal,Mujeres,Trabajando
ID03560350040958,Private Transport,San Cristobal,Hombres,Trabajando
ID03560350130961,Private Transport,San Cristobal,Hombres,Trabajando
ID03560350150960,Private Transport,San Cristobal,Hombres,Trabajando
ID03560380110953,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03560380150954,Active Transport,San Cristobal,Mujeres,Trabajando
ID04080170061655,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID11060170121129,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID11060170270211,Active Transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID11060230092012,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID11060250012108,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID11060250182043,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID11060250332042,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID11060660092109,Informal transport,Ciudad Bolivar,Mujeres,Trabajando
ID11060680060209,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID11060730332039,TransMicable,Ciudad Bolivar,Hombres,Estudiando
ID15020020392437,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020020541455,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020020721456,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020100032419,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020100091443,Public transport,Ciudad Bolivar,Mujeres,Buscando trabajo
ID15020100661445,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020100812422,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020110151446,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020110452434,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020110481448,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15020110691449,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020120092420,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020260061447,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15020260181450,Active Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15020260542429,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15020270152113,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15020270482435,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020270512432,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020270752433,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020300061459,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020300181461,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020301021467,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020340502445,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15020340571152,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15020420032427,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15020420092440,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020420452111,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020420692431,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15020430061156,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15020430241157,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040040151422,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15040070032405,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15040070121425,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040100121440,Active Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15040100182421,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15040150061423,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15040150392404,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15040310031429,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040310241431,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040310331432,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040310362413,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040310422411,888,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040320032410,Private Transport,Ciudad Bolivar,Mujeres,Pensionado
ID15040320151428,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15040320302409,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040370031438,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15040370091439,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15040370152415,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15040370301441,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040380091433,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15040380331436,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040380392416,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15040390032412,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040390092399,Active Transport,Ciudad Bolivar,Hombres,Incapacitado permanente
ID15040390122414,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040390272418,Public transport,Ciudad Bolivar,Hombres,Pensionado
ID15040490091442,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15040540242460,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15040540302459,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15040550211474,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15130390181460,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15130510182444,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15130660120236,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15130670060232,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15130680060233,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15130700090241,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15130700150246,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15130700420247,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15130720090243,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15130900241466,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15130910152446,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15130910272447,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15130910392450,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15130910722448,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15150150031132,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150150151133,888,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15150150241147,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150150541146,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15150170061148,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15150170211150,Active Transport,Ciudad Bolivar,Mujeres,Incapacitado permanente
ID15150270061134,Active Transport,Ciudad Bolivar,Hombres,Estudiando
ID15150270151137,Active Transport,Ciudad Bolivar,Hombres,Estudiando
ID15150270181136,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15150270211139,Active Transport,Ciudad Bolivar,Mujeres,No trabajó pero tenía trabajo
ID15150290512124,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15150300062127,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150300272118,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150300632120,Active Transport,Ciudad Bolivar,Mujeres,Trabajo de cuidado
ID15150310362117,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
