ID,localidad,Sexo,ID_largo,viaje
2008,Ciudad Bolivar,Hombres,ID15650310032008,4.603174603174603
2251,Ciudad Bolivar,Mujeres,ID15650520052251,2.625
2267,Ciudad Bolivar,Mujeres,ID15650780072267,2.9
205,Ciudad Bolivar,Mujeres,ID15800390210205,3.2222222222222223
249,Ciudad Bolivar,Mujeres,ID15240260150249,3.5
241,Ciudad Bolivar,Mujeres,ID15130700090241,1.4
1159,Ciudad Bolivar,Hombres,ID15600610091159,1.8
553,San Cristobal,Mujeres,ID03150770360553,4.375
1823,San Cristobal,Hombres,ID03180220091823,3.1333333333333333
2043,Ciudad Bolivar,Mujeres,ID11060250182043,5.112903225806452
128,Ciudad Bolivar,Mujeres,ID15390510060128,3.4615384615384617
1897,San Cristobal,Mujeres,ID03240890631897,4.32
121,Ciudad Bolivar,Mujeres,ID15390110270121,2.8
620,San Cristobal,Mujeres,ID03130100820620,2.0526315789473686
1596,San Cristobal,Hombres,ID03100370091596,5.636363636363637
1598,San Cristobal,Mujeres,ID03100370031598,2.838709677419355
1568,San Cristobal,Hombres,ID03200220481568,2.2142857142857144
1773,San Cristobal,Hombres,ID03150310351773,2.375
296,San Cristobal,Hombres,ID03150300300296,2.4
1486,Ciudad Bolivar,Hombres,ID15520960181486,3.4
2460,Ciudad Bolivar,Mujeres,ID15040540242460,4.190476190476191
924,San Cristobal,Mujeres,ID03050170180924,2.4285714285714284
908,San Cristobal,Mujeres,ID03120240200908,1.5
910,San Cristobal,Mujeres,ID03120130340910,2.1666666666666665
321,San Cristobal,Hombres,ID03160610240321,3.0
333,San Cristobal,Mujeres,ID03160490360333,3.4285714285714284
2150,Ciudad Bolivar,Mujeres,ID15240260212150,1.8333333333333333
2117,Ciudad Bolivar,Mujeres,ID15150310362117,2.3260869565217392
810,San Cristobal,Mujeres,ID03190800210810,4.142857142857143
1854,San Cristobal,Mujeres,ID03190550121854,2.6666666666666665
1903,San Cristobal,Mujeres,ID03110290071903,1.9565217391304348
1131,Ciudad Bolivar,Hombres,ID15150320091131,4.9
667,San Cristobal,Mujeres,ID03210110210667,1.4444444444444444
948,San Cristobal,Hombres,ID03300020370948,4.846153846153846
949,San Cristobal,Mujeres,ID03300020190949,1.9090909090909087
690,San Cristobal,Mujeres,ID03330070480690,1.3333333333333333
2467,Ciudad Bolivar,Hombres,ID15520940122467,1.5789473684210529
2372,Ciudad Bolivar,Hombres,ID15530790572372,5.537313432835821
216,Ciudad Bolivar,Mujeres,ID15210770090216,1.3333333333333333
835,San Cristobal,Hombres,ID03240870030835,2.2857142857142856
657,San Cristobal,Hombres,ID03210330060657,6.44
968,San Cristobal,Mujeres,ID03550720630968,3.227272727272727
1939,San Cristobal,Mujeres,ID03090250151939,1.0
1942,San Cristobal,Hombres,ID03090280151942,2.0
1978,San Cristobal,Hombres,ID03050130091978,1.894736842105263
207,Ciudad Bolivar,Mujeres,ID15240070180207,1.8125
201,Ciudad Bolivar,Mujeres,ID15210380270201,4.454545454545454
893,San Cristobal,Hombres,ID03130370420893,2.4285714285714284
936,San Cristobal,Hombres,ID03050450090936,4.769230769230769
956,San Cristobal,Mujeres,ID03560340060956,3.5
1493,Ciudad Bolivar,Mujeres,ID15240160151493,1.6666666666666667
1496,Ciudad Bolivar,Hombres,ID15240470301496,2.0
1123,Ciudad Bolivar,Hombres,ID15240490091123,3.294117647058824
1447,Ciudad Bolivar,Hombres,ID15020260061447,2.2
892,San Cristobal,Mujeres,ID03130370330892,2.5
2191,Ciudad Bolivar,Hombres,ID15210731142191,2.333333333333333
2163,Ciudad Bolivar,Mujeres,ID15520680022163,5.5625
