ID,modes,localidad,Sexo,T1_Q15
ID03170010090507,Public transport,San Cristobal,Hombres,Trabajando
ID03170020070522,Public transport,San Cristobal,Hombres,Trabajando
ID03170020080773,Active Transport,San Cristobal,Hombres,Trabajando
ID03170020081524,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170040060316,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03170040120315,Public transport,San Cristobal,Mujeres,Trabajando
ID03170050030310,Active Transport,San Cristobal,Mujeres,Trabajando
ID03170050050256,Public transport,San Cristobal,Hombres,Trabajando
ID03170050090255,Private Transport,San Cristobal,Hombres,Trabajando
ID03170060030311,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170060090312,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170070030313,Active Transport,San Cristobal,Hombres,Trabajando
ID03170070060314,Public transport,San Cristobal,Hombres,Trabajando
ID03170140060323,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170140150324,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170150020758,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03170150040757,Private Transport,San Cristobal,Mujeres,Otros
ID03170150070508,Private Transport,San Cristobal,Hombres,Oficios del hogar
ID03170160011757,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03170160040257,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03170170021507,Public transport,San Cristobal,Hombres,Trabajando
ID03170170050521,Public transport,San Cristobal,Mujeres,Trabajando
ID03180010041505,Public transport,San Cristobal,Mujeres,Trabajando
ID03180010070754,Active Transport,San Cristobal,Mujeres,No está trabajando
ID03180010071501,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180120031816,Private Transport,San Cristobal,Mujeres,Trabajando
ID03180120121818,Public transport,San Cristobal,Mujeres,Trabajando
ID03180130040253,Public transport,San Cristobal,Mujeres,Trabajando
ID03180130051754,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180130071751,Public transport,San Cristobal,Hombres,Trabajando
ID03180140020753,Public transport,San Cristobal,Mujeres,Otros
ID03180140050504,Private Transport,San Cristobal,Hombres,Trabajando
ID03180140091828,Active Transport,San Cristobal,Mujeres,Trabajando
ID03180140151829,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180170181813,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180190031820,Public transport,San Cristobal,Mujeres,Estudiando
ID03180190051504,Public transport,San Cristobal,Hombres,Trabajando
ID03180190061821,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03180190091822,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180210081752,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180210121827,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03180220020755,Public transport,San Cristobal,Mujeres,Trabajando
ID03180220091823,Public transport,San Cristobal,Hombres,Trabajando
ID03180220121824,Public transport,San Cristobal,Hombres,Trabajando
ID03180220181825,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03180570041815,Public transport,San Cristobal,Hombres,Otros
ID03180570061814,Public transport,San Cristobal,Hombres,Trabajando
ID03190050060344,TransMicable,San Cristobal,Hombres,Trabajando
ID03190050090374,Public transport,San Cristobal,Mujeres,Estudiando
ID03190050150347,Active Transport,San Cristobal,Hombres,Trabajando
ID03190050270384,Public transport,San Cristobal,Hombres,Trabajando
ID03190060150342,Private Transport,San Cristobal,Mujeres,Trabajando
ID03190060180336,Public transport,San Cristobal,Mujeres,Trabajando
ID03190060330355,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190160041843,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190160121844,Public transport,San Cristobal,Mujeres,Estudiando
ID03190160151845,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190160211846,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190170080813,Public transport,San Cristobal,Hombres,Trabajando
ID03190170100815,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190170200812,Informal transport,San Cristobal,Hombres,Oficios del hogar
ID03190170660850,Public transport,San Cristobal,Hombres,Trabajando
ID03190260010821,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190260240822,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190260300823,Public transport,San Cristobal,Mujeres,Trabajando
ID03190260310826,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03190260440824,888,San Cristobal,Mujeres,Oficios del hogar
ID03190270030825,Public transport,San Cristobal,Hombres,Trabajando
ID03190270031868,Public transport,San Cristobal,Mujeres,Trabajando
ID03190270121869,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190280121864,Active Transport,San Cristobal,Hombres,Trabajando
ID03190280221866,Public transport,San Cristobal,Mujeres,Trabajando
ID03190280271867,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190330120383,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190330300390,Public transport,San Cristobal,Hombres,Trabajando
ID03190330330380,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190380060348,Public-Private,San Cristobal,Hombres,Otros
ID03190380090350,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190380180351,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190380210352,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190490031856,Private Transport,San Cristobal,Hombres,Trabajando
ID03190490061857,Public transport,San Cristobal,Hombres,Otros
ID03190490101858,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190490151860,Public transport,San Cristobal,Hombres,Trabajando
ID03190520030354,Public transport,San Cristobal,Mujeres,Trabajando
ID03190520210366,Public transport,San Cristobal,Mujeres,Trabajando
ID03190550061852,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190550121854,Private Transport,San Cristobal,Mujeres,Trabajando
ID03190550211855,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190580121850,Public transport,San Cristobal,Mujeres,No está trabajando
ID03190580151847,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190580271849,Public transport,San Cristobal,Mujeres,Trabajando
ID03190610060814,Public transport,San Cristobal,Mujeres,Trabajando
ID03190610090817,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190610120816,Public transport,San Cristobal,Mujeres,No está trabajando
ID03190610480818,Public transport,San Cristobal,Mujeres,Trabajando
ID03190780090340,Private Transport,San Cristobal,Hombres,Trabajando
ID03190780120341,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03190780180338,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03190780270337,Active Transport,San Cristobal,Mujeres,Trabajando
ID03190780360349,Public transport,San Cristobal,Hombres,Trabajando
ID03190780360381,Private Transport,San Cristobal,Hombres,Trabajando
ID03190800010560,Private Transport,San Cristobal,Hombres,Trabajando
ID03190800110819,Private Transport,San Cristobal,Hombres,Estudiando
ID03190800210810,Public transport,San Cristobal,Mujeres,Trabajando
ID03190800270561,Public transport,San Cristobal,Hombres,Otros
ID03190840150343,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190840210345,Private Transport,San Cristobal,Hombres,Trabajando
ID03190840240346,Public transport,San Cristobal,Hombres,Estudiando
ID03190840420356,Private Transport,San Cristobal,Hombres,Trabajando
ID03190930060379,Public transport,San Cristobal,Hombres,Trabajando
ID03190930150385,Public transport,San Cristobal,Hombres,No está trabajando
ID03190930180376,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03190930210377,Public transport,San Cristobal,Mujeres,Trabajando
ID03200020061876,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200020131877,Public transport,San Cristobal,Hombres,Estudiando
ID03200020181878,Public transport,San Cristobal,Hombres,Trabajando
ID03200090210572,Public transport,San Cristobal,Hombres,No está trabajando
ID03200090570574,Public transport,San Cristobal,Hombres,Trabajando
ID03200090670575,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200100251561,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200100691562,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03200100841564,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200150091871,Private Transport,San Cristobal,Hombres,Trabajando
ID03200150161872,Active Transport,San Cristobal,Hombres,Otros
ID03200150221873,Public transport,San Cristobal,Mujeres,Estudiando
ID03200150311874,Active Transport,San Cristobal,Hombres,Trabajando
ID03200150511875,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200160030571,Public transport,San Cristobal,Hombres,Trabajando
ID03200160060576,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200160120577,Public transport,San Cristobal,Mujeres,Trabajando
ID03200160150578,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03200160220579,Public transport,San Cristobal,Hombres,Trabajando
ID03200190041879,Public transport,San Cristobal,Mujeres,Trabajando
ID03200190131881,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200190241883,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03200200130580,Public-Informal,San Cristobal,Hombres,Otros
ID03200200241570,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200200420581,Private Transport,San Cristobal,Mujeres,Trabajando
ID03200200481571,Active Transport,San Cristobal,Hombres,Oficios del hogar
ID03200200600582,Public-Informal,San Cristobal,Mujeres,Trabajando
ID03200220031565,Active Transport,San Cristobal,Mujeres,Trabajando
ID03200220181566,Private Transport,San Cristobal,Mujeres,Trabajando
ID03200220421569,Public-Informal,San Cristobal,Mujeres,Trabajando
ID03200220481568,Public transport,San Cristobal,Hombres,Trabajando
ID03200290020829,Public transport,San Cristobal,Hombres,Trabajando
ID03200290050830,Public transport,San Cristobal,Mujeres,No está trabajando
ID03200290120827,Public transport,San Cristobal,Mujeres,Trabajando
ID03200290360831,Public transport,San Cristobal,Hombres,Trabajando
ID03200320220833,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03200320300834,Active Transport,San Cristobal,Hombres,Trabajando
ID03200320450842,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03200320630843,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210030070664,Active Transport,San Cristobal,Hombres,Trabajando
ID03210030250665,Public transport,San Cristobal,Mujeres,Trabajando
ID03210030680677,Active Transport,San Cristobal,Hombres,Trabajando
ID03210030730678,Public transport,San Cristobal,Hombres,Trabajando
ID03210050031696,Public transport,San Cristobal,Hombres,Trabajando
ID03210050061697,888,San Cristobal,Hombres,No está trabajando
ID03210050181698,Public transport,San Cristobal,Mujeres,Trabajando
ID03210050271705,Public transport,San Cristobal,Mujeres,Trabajando
ID03210050301701,Public transport,San Cristobal,Mujeres,No está trabajando
ID03210110040666,Public transport,San Cristobal,Hombres,Trabajando
ID03210110210667,Public transport,San Cristobal,Mujeres,Trabajando
ID03210110330668,Public-Private,San Cristobal,Mujeres,Otros
ID03210110560670,Public transport,San Cristobal,Hombres,Trabajando
ID03210110700671,Public transport,San Cristobal,Mujeres,Trabajando
ID03210120101702,Active Transport,San Cristobal,Hombres,No está trabajando
ID03210120241704,Private Transport,San Cristobal,Mujeres,Trabajando
ID03210130150669,Public transport,San Cristobal,Mujeres,Trabajando
ID03210130540673,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210130590674,Active Transport,San Cristobal,Hombres,Trabajando
ID03210130680675,Public transport,San Cristobal,Mujeres,Trabajando
ID03210130840676,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210250061685,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210250181686,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210250211687,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210250241688,Active Transport,San Cristobal,Hombres,Trabajando
ID03210250311690,Public transport,San Cristobal,Hombres,Trabajando
ID03210260061691,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210260101692,Informal transport,San Cristobal,Mujeres,Oficios del hogar
ID03210260181693,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210260211694,Public transport,San Cristobal,Hombres,Trabajando
ID03210260271695,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210330060657,Active Transport,San Cristobal,Hombres,Trabajando
ID03210330090658,Private Transport,San Cristobal,Hombres,Trabajando
ID03210330220659,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210330241665,Public transport,San Cristobal,Mujeres,Trabajando
ID03210330270660,Public transport,San Cristobal,Hombres,Trabajando
ID03210330301666,Active Transport,San Cristobal,Mujeres,Trabajando
ID03210330310661,Public transport,San Cristobal,Hombres,No está trabajando
ID03210330381667,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210330411668,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210330471669,Public transport,San Cristobal,Mujeres,Trabajando
ID03210380120655,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03210380390656,Public transport,San Cristobal,Mujeres,Trabajando
ID03210380570672,Public transport,San Cristobal,Hombres,Trabajando
ID03210390091671,Public transport,San Cristobal,Mujeres,Trabajando
ID03210390211673,Public transport,San Cristobal,Hombres,Trabajando
ID03210390251674,Public transport,San Cristobal,Hombres,Estudiando
ID03210400061681,Public transport,San Cristobal,Hombres,Trabajando
ID03210400181682,888,San Cristobal,Hombres,Trabajando
ID03210400211683,Public transport,San Cristobal,Mujeres,Trabajando
ID03210400271684,Public transport,San Cristobal,Mujeres,Trabajando
ID03210410041675,Public transport,San Cristobal,Hombres,Trabajando
ID03210410071676,Public transport,San Cristobal,Hombres,Trabajando
ID03210410151677,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03210410211678,Public transport,San Cristobal,Hombres,Estudiando
ID03210410361679,Public transport,San Cristobal,Hombres,Trabajando
ID03210450121000,Public-Informal,San Cristobal,Hombres,Otros
ID03210450240641,Public transport,San Cristobal,Mujeres,Otros
ID03210450390642,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210450420643,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210450450644,Public transport,San Cristobal,Hombres,Trabajando
ID03210470270652,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210470570654,Public transport,San Cristobal,Mujeres,Trabajando
ID03210470680663,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03210580150999,888,San Cristobal,Hombres,Trabajando
ID03210580400645,Public transport,San Cristobal,Hombres,Trabajando
ID03210580440646,Public transport,San Cristobal,Hombres,Trabajando
ID03210580550647,Public transport,San Cristobal,Hombres,Trabajando
ID03210580580648,Private Transport,San Cristobal,Hombres,Trabajando
ID03240470270848,Public transport,San Cristobal,Hombres,Trabajando
ID03240470300849,Private Transport,San Cristobal,Mujeres,Trabajando
ID03240470600856,Active Transport,San Cristobal,Mujeres,Trabajando
ID03240810030583,Public transport,San Cristobal,Mujeres,No está trabajando
ID03240820201574,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240820361572,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03240830120597,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240830210603,Public-Private,San Cristobal,Mujeres,Oficios del hogar
ID03240830361590,Public transport,San Cristobal,Mujeres,Trabajando
ID03240830401591,Public transport,San Cristobal,Hombres,Trabajando
ID03240830550604,Private Transport,San Cristobal,Hombres,Trabajando
ID03240870030835,Public transport,San Cristobal,Hombres,Trabajando
ID03240870260836,Public transport,San Cristobal,Mujeres,Trabajando
ID03240870800837,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240870900838,Public transport,San Cristobal,Hombres,Trabajando
ID03240871020839,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240871190841,Public-Private,San Cristobal,Hombres,Trabajando
ID03240871410845,Public transport,San Cristobal,Hombres,Trabajando
ID03240890091884,Public transport,San Cristobal,Mujeres,Trabajando
ID03240890211885,Active Transport,San Cristobal,Hombres,Trabajando
ID03240890631897,Public transport,San Cristobal,Mujeres,Trabajando
ID03240890661899,Public transport,San Cristobal,Mujeres,Trabajando
ID03240890681898,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240920071573,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03240920130585,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03240920250584,Active Transport,San Cristobal,Hombres,Trabajando
ID03240920271575,Public transport,San Cristobal,Mujeres,Trabajando
ID03240920720630,Public transport,San Cristobal,Mujeres,Trabajando
ID03300010120945,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300010150952,Public transport,San Cristobal,Hombres,Estudiando
ID03300020110946,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03300020190949,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03300020370948,Private Transport,San Cristobal,Hombres,Trabajando
ID03300050270950,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03300050320951,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03300060121997,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03300060161998,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300280240944,Active Transport,San Cristobal,Mujeres,Trabajando
ID03300280310947,Public transport,San Cristobal,Hombres,Otros
ID03300300030939,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03300300110940,Private Transport,San Cristobal,Hombres,Trabajando
ID03300300600942,Private Transport,San Cristobal,Hombres,Trabajando
ID03310230030506,Public transport,San Cristobal,Hombres,Otros
ID03310230070252,Private Transport,San Cristobal,Hombres,Trabajando
ID03310230261769,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310240020524,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03310240021506,Public transport,San Cristobal,Hombres,Trabajando
ID03310240050775,Public transport,San Cristobal,Mujeres,Estudiando
ID03310240051526,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310240060756,Public transport,San Cristobal,Hombres,Trabajando
ID03310610071835,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310610091836,Private Transport,San Cristobal,Mujeres,Trabajando
ID03310620101837,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310620101838,Public transport,San Cristobal,Mujeres,Trabajando
ID03310620181839,Active Transport,San Cristobal,Mujeres,Trabajando
ID03310640011842,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310640091840,Public-Private,San Cristobal,Mujeres,Trabajando
ID03310640181841,Public transport,San Cristobal,Mujeres,Trabajando
ID03310700020751,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310700080752,Private Transport,San Cristobal,Hombres,Trabajando
ID03310710010254,Public transport,San Cristobal,Mujeres,Trabajando
ID03310710020502,Public-Private,San Cristobal,Mujeres,Oficios del hogar
ID03310710150276,Public transport,San Cristobal,Hombres,Otros
ID03310740020503,Public transport,San Cristobal,Mujeres,Trabajando
ID03310740021753,Public transport,San Cristobal,Mujeres,Estudiando
ID03310740031768,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03310740051502,Public transport,San Cristobal,Mujeres,Trabajando
ID03310740060274,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03330060131707,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03330060211709,Private Transport,San Cristobal,Mujeres,Trabajando
ID03330060261710,Active Transport,San Cristobal,Mujeres,Trabajando
ID03330070420689,Public transport,San Cristobal,Hombres,Trabajando
ID03330070480690,Public transport,San Cristobal,Mujeres,Trabajando
ID03330070520691,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330070550692,Private Transport,San Cristobal,Hombres,Trabajando
ID03330070580693,Public transport,San Cristobal,Hombres,Trabajando
ID03330140430687,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03330140550688,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330140660694,Public transport,San Cristobal,Mujeres,Trabajando
ID03330140750696,Public transport,San Cristobal,Hombres,Trabajando
ID03330160210681,Private Transport,San Cristobal,Hombres,Trabajando
ID03330160240684,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03330160280685,Private Transport,San Cristobal,Mujeres,Trabajando
ID03330160310686,Public transport,San Cristobal,Mujeres,Trabajando
ID03330170010679,Public transport,San Cristobal,Mujeres,Trabajando
ID03330170180680,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03330170240682,Active Transport,San Cristobal,Hombres,Trabajando
ID03330170250683,Public transport,San Cristobal,Mujeres,Estudiando
ID03420630030267,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420630060767,Public transport,San Cristobal,Mujeres,Trabajando
ID03420630070265,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420630090518,Public transport,San Cristobal,Mujeres,Trabajando
ID03420630091519,Public transport,San Cristobal,Hombres,Trabajando
ID03420640010764,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420640020263,Public transport,San Cristobal,Mujeres,Estudiando
ID03420640020765,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420640030264,Public transport,San Cristobal,Hombres,Trabajando
ID03420640090261,Public transport,San Cristobal,Mujeres,Estudiando
ID03420650030266,Public transport,San Cristobal,Hombres,Trabajando
ID03420650030774,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420650060762,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420650061760,Active Transport,San Cristobal,Hombres,Trabajando
ID03420710061517,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420710070268,Public transport,San Cristobal,Mujeres,Trabajando
ID03420710180697,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420710270331,888,San Cristobal,Mujeres,Otros
ID03420710300361,888,San Cristobal,Mujeres,Oficios del hogar
ID03420710360362,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03420720071516,Public transport,San Cristobal,Hombres,Trabajando
ID03420720080516,Public transport,San Cristobal,Mujeres,Trabajando
ID03420720081514,Public transport,San Cristobal,Mujeres,Trabajando
ID03420730051513,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03420730060511,Public transport,San Cristobal,Hombres,Trabajando
ID03420730080513,Public transport,San Cristobal,Mujeres,Trabajando
ID03420730080515,Public transport,San Cristobal,Mujeres,Trabajando
ID03420730090514,Public transport,San Cristobal,Mujeres,Trabajando
ID03420780030273,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03420780041766,Public transport,San Cristobal,Mujeres,Trabajando
ID03420780060517,Public transport,San Cristobal,Hombres,Trabajando
ID03420780061518,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420780090768,Active Transport,San Cristobal,Mujeres,Trabajando
ID03420810031830,Public transport,San Cristobal,Mujeres,Trabajando
ID03420810091831,Active Transport,San Cristobal,Hombres,Trabajando
ID03420810331833,Public transport,San Cristobal,Mujeres,Trabajando
ID03520080031642,Active Transport,San Cristobal,Mujeres,Trabajando
ID03520080121643,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520080261645,Public transport,San Cristobal,Hombres,Otros
ID03520090061664,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03520150031637,Active Transport,San Cristobal,Mujeres,Trabajando
ID03520150091638,Active Transport,San Cristobal,Mujeres,No está trabajando
ID03520150121639,Public-Private,San Cristobal,Mujeres,Oficios del hogar
ID03520150151640,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520150211641,Public-Informal,San Cristobal,Mujeres,Oficios del hogar
ID03520310101653,Private Transport,San Cristobal,Hombres,Otros
ID03520310111651,Public transport,San Cristobal,Mujeres,Trabajando
ID03520310151652,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03520390071654,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520400061662,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520400131663,Public transport,San Cristobal,Mujeres,Trabajando
ID03520470041646,Public transport,San Cristobal,Mujeres,Trabajando
ID03520470091647,Public transport,San Cristobal,Hombres,Oficios del hogar
ID03520470181650,Active Transport,San Cristobal,Hombres,Trabajando
ID03520530120990,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520530510995,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03520540090997,Active Transport,San Cristobal,Hombres,Trabajando
ID03520540110651,Active Transport,San Cristobal,Hombres,Trabajando
ID03520540130650,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03520600220998,Active Transport,San Cristobal,Hombres,Trabajando
ID03520610160987,Active Transport,San Cristobal,Hombres,Trabajando
ID03520610230988,Public transport,San Cristobal,Mujeres,Trabajando
ID03520610280991,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03530020091661,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03530030031659,Active Transport,San Cristobal,Hombres,Otros
ID03540020070979,Active Transport,San Cristobal,Mujeres,Trabajando
ID03540050350996,Public transport,San Cristobal,Hombres,Otros
ID03540080210980,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03540110040981,Public transport,San Cristobal,Hombres,Otros
ID03550210031628,Public transport,San Cristobal,Hombres,Estudiando
ID03550210091629,Public-Private,San Cristobal,Hombres,Trabajando
ID03550210131631,Active Transport,San Cristobal,Mujeres,Estudiando
ID03550210161632,Private Transport,San Cristobal,Mujeres,Trabajando
ID03550310041633,Public transport,San Cristobal,Hombres,Trabajando
ID03550310061634,Public transport,San Cristobal,Mujeres,Trabajando
ID03550310121635,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550340061624,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550340091625,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550340121626,Informal transport,San Cristobal,Mujeres,Trabajando
ID03550340151627,Private Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550690090973,Public transport,San Cristobal,Mujeres,Trabajando
ID03550690120974,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550690210976,Public transport,San Cristobal,Hombres,Trabajando
ID03550690270977,Public transport,San Cristobal,Hombres,Trabajando
ID03550690330978,Public-Informal,San Cristobal,Mujeres,Trabajando
ID03550710360972,Public-Informal,San Cristobal,Mujeres,Trabajando
ID03550710370975,Public transport,San Cristobal,Mujeres,Trabajando
ID03550720460963,Public transport,San Cristobal,Hombres,Trabajando
ID03550720600965,Public transport,San Cristobal,Mujeres,Trabajando
ID03550720630968,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03550720800971,888,San Cristobal,Mujeres,Trabajando
ID03550721200983,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550721290993,Public transport,San Cristobal,Mujeres,No está trabajando
ID03550810090638,Private Transport,San Cristobal,Mujeres,Trabajando
ID03550810320640,Public transport,San Cristobal,Mujeres,Oficios del hogar
ID03550820150984,Private Transport,San Cristobal,Hombres,Trabajando
ID03550840270985,Public transport,San Cristobal,Mujeres,Trabajando
ID03550840300986,Active Transport,San Cristobal,Hombres,Trabajando
ID03550850270964,Public transport,San Cristobal,Mujeres,Trabajando
ID03550850370966,Active Transport,San Cristobal,Hombres,Trabajando
ID03550850400967,Active Transport,San Cristobal,Mujeres,Trabajando
ID03550860290959,Public transport,San Cristobal,Mujeres,Trabajando
ID03550860720992,Active Transport,San Cristobal,Hombres,Trabajando
ID03560310060635,Public transport,San Cristobal,Mujeres,Trabajando
ID03560310090637,Public transport,San Cristobal,Mujeres,Trabajando
ID03560320030632,Public transport,San Cristobal,Mujeres,Trabajando
ID03560320060633,Public transport,San Cristobal,Mujeres,Trabajando
ID03560320130634,Public transport,San Cristobal,Mujeres,Trabajando
ID03560340030955,Public transport,San Cristobal,Hombres,Trabajando
ID03560340060956,Public transport,San Cristobal,Mujeres,Estudiando
ID03560340250957,Active Transport,San Cristobal,Mujeres,Oficios del hogar
ID03560350040958,Public transport,San Cristobal,Hombres,Trabajando
ID03560350130961,Public transport,San Cristobal,Hombres,Trabajando
ID03560350150960,Private Transport,San Cristobal,Hombres,Trabajando
ID03560380110953,Public transport,San Cristobal,Mujeres,Trabajando
